It took 4.01598596572876 seconds to calculate the Mandelbrot graph.
It took 0.10479903221130371 seconds to dump the image.
         1272295 function calls (1250243 primitive calls) in 4.610 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       38    0.000    0.000    0.000    0.000 artist.py:846(get_alpha)
        1    0.000    0.000    0.000    0.000 transforms.py:1080(TransformedBbox)
       21    0.000    0.000    0.000    0.000 core.py:3915(recurse)
        1    0.000    0.000    0.000    0.000 _common.py:267(tzrangebase)
        1    0.000    0.000    0.000    0.000 _exceptions.py:116(_ArrayMemoryError)
        1    0.000    0.000    0.000    0.000 parse.py:152(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 _tight_layout.py:1(<module>)
       12    0.000    0.000    0.000    0.000 cbook.py:2337(_is_tensorflow_array)
       38    0.000    0.000    0.000    0.000 artist.py:594(get_url)
        1    0.000    0.000    0.000    0.000 getlimits.py:639(iinfo)
       24    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
       10    0.000    0.000    0.000    0.000 enum.py:828(__members__)
       24    0.000    0.000    0.000    0.000 patches.py:2347(<genexpr>)
        1    0.000    0.000    0.000    0.000 image.py:712(set_interpolation)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        9    0.000    0.000    0.000    0.000 core.py:4246(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
       25    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
        3    0.000    0.000    0.000    0.000 Image.py:543(__init__)
       17    0.000    0.000    0.000    0.000 typing.py:1971(<genexpr>)
        1    0.000    0.000    0.000    0.000 _internal.py:261(_ctypes)
        1    0.000    0.000    0.000    0.000 colors.py:892(_set_extremes)
        1    0.000    0.000    0.000    0.000 ticker.py:1336(EngFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1539(PercentFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:450(validate)
        1    0.000    0.000    0.000    0.000 collections.py:1578(LineCollection)
       24    0.000    0.000    0.000    0.000 dviread.py:152(_dispatch)
        2    0.000    0.000    0.000    0.000 <frozen os>:1087(__subclasshook__)
        6    0.000    0.000    0.000    0.000 Image.py:3719(register_save)
       36    0.000    0.000    0.000    0.000 backend_bases.py:734(get_antialiased)
        4    0.000    0.000    0.000    0.000 transforms.py:2421(transform_path_non_affine)
        2    0.000    0.000    0.000    0.000 traceback.py:299(__getitem__)
        1    0.000    0.000    0.000    0.000 textpath.py:20(TextToPath)
        1    0.000    0.000    0.000    0.000 calendar.py:189(Calendar)
        1    0.000    0.000    0.000    0.000 getlimits.py:33(MachArLike)
        1    0.000    0.000    0.000    0.000 six.py:236(create_module)
       12    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 widgets.py:2860(ToolLineHandles)
        1    0.000    0.000    0.000    0.000 pathlib.py:741(parents)
        1    0.000    0.000    0.000    0.000 contour.py:58(ContourLabeler)
        1    0.000    0.000    0.000    0.000 axis3d.py:745(ZAxis)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1420(IPv4Interface)
        1    0.000    0.000    0.000    0.000 socket.py:664(SocketIO)
        2    0.000    0.000    0.000    0.000 transforms.py:981(intervaly)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
       14    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
       36    0.000    0.000    0.000    0.000 markers.py:296(get_marker)
        2    0.000    0.000    0.000    0.000 figure.py:102(current)
        2    0.000    0.000    0.000    0.000 _base.py:73(wrapper)
       16    0.000    0.000    0.000    0.000 axis.py:713(<genexpr>)
        8    0.000    0.000    0.000    0.000 image.py:126(<genexpr>)
       34    0.000    0.000    0.000    0.000 core.py:1967(recurse)
       12    0.000    0.000    0.000    0.000 dataclasses.py:477(_field_assign)
        2    0.000    0.000    0.000    0.000 {built-in method posix.access}
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:381(PngStream)
        1    0.000    0.000    0.000    0.000 colors.py:2350(TwoSlopeNorm)
        2    0.000    0.000    0.000    0.000 rcsetup.py:431(_validate_mathtext_fallback)
        4    0.000    0.000    0.000    0.000 ticker.py:710(get_offset)
        8    0.000    0.000    0.000    0.000 typing.py:478(__getattr__)
        1    0.000    0.000    0.000    0.000 core.py:6788(MaskedConstant)
        2    0.000    0.000    0.000    0.000 scale.py:713(get_scale_names)
        6    0.000    0.000    0.000    0.000 <frozen os>:766(decode)
        1    0.000    0.000    0.000    0.000 __init__.py:262(_register_at_fork_reinit_lock)
        2    0.000    0.000    0.000    0.000 six.py:119(_resolve)
        3    0.000    0.000    0.000    0.000 six.py:85(_import_module)
        1    0.000    0.000    0.000    0.000 _parser.py:241(parserinfo)
        1    0.000    0.000    0.000    0.000 cbook.py:766(Grouper)
       36    0.000    0.000    0.000    0.000 lines.py:916(get_drawstyle)
        1    0.000    0.000    0.000    0.000 _datasource.py:195(DataSource)
        1    0.000    0.000    0.000    0.000 image.py:1007(NonUniformImage)
        8    0.000    0.000    0.000    0.000 unicode.py:9(__init__)
        1    0.000    0.000    0.000    0.000 axis.py:482(Ticker)
        1    0.000    0.000    0.000    0.000 six.py:498(Module_six_moves_urllib)
        2    0.000    0.000    0.000    0.000 rcsetup.py:569(validate_sketch)
       36    0.000    0.000    0.000    0.000 markers.py:336(get_path)
        1    0.000    0.000    0.000    0.000 polar.py:157(PolarAffine)
        1    0.000    0.000    0.000    0.000 _layoutgrid.py:31(LayoutGrid)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1231(_resolve_name)
        2    0.000    0.000    0.000    0.000 results.py:441(__getattr__)
       24    0.000    0.000    0.000    0.000 dataclasses.py:691(_is_initvar)
       29    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
        6    0.000    0.000    0.000    0.000 Image.py:3704(register_mime)
        4    0.000    0.000    0.000    0.000 {method 'tobytes' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 plistlib.py:173(_PlistParser)
        5    0.000    0.000    0.000    0.000 version.py:78(__lt__)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1460(DraggableBase)
        5    0.000    0.000    0.000    0.000 <frozen os>:824(fsdecode)
        1    0.000    0.000    0.000    0.000 records.py:196(record)
        1    0.000    0.000    0.000    0.000 ast.py:69(_raise_malformed_node)
       12    0.000    0.000    0.000    0.000 core.py:5906(postParse)
        1    0.000    0.000    0.000    0.000 subprocess.py:470(CompletedProcess)
        1    0.000    0.000    0.000    0.000 core.py:3553(White)
        2    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 bezier.py:189(BezierSegment)
        1    0.000    0.000    0.000    0.000 __init__.py:1867(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:334(__len__)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
        2    0.000    0.000    0.000    0.000 transforms.py:236(__array__)
        1    0.000    0.000    0.000    0.000 extras.py:1794(MAxisConcatenator)
        2    0.000    0.000    0.000    0.000 axis.py:2564(get_minpos)
        3    0.000    0.000    0.000    0.000 __init__.py:1776(getEffectiveLevel)
        2    0.000    0.000    0.000    0.000 __init__.py:158(__getattr__)
        1    0.000    0.000    0.000    0.000 traceback.py:374(StackSummary)
        2    0.000    0.000    0.000    0.000 rcsetup.py:626(_validate_minor_tick_ndivs)
        1    0.000    0.000    0.000    0.000 rrule.py:1418(_rrulestr)
       10    0.000    0.000    0.000    0.000 _docstring.py:61(__init__)
        2    0.000    0.000    0.000    0.000 axis.py:2004(set_pickradius)
       36    0.000    0.000    0.000    0.000 backend_bases.py:586(flipy)
        6    0.000    0.000    0.000    0.000 typing.py:966(_is_typevar_like)
        1    0.000    0.000    0.000    0.000 offsetbox.py:597(DrawingArea)
        1    0.000    0.000    0.000    0.000 backend_tools.py:73(ToolBase)
       12    0.000    0.000    0.000    0.000 dataclasses.py:549(_init_param)
        1    0.000    0.000    0.000    0.000 stackplot.py:1(<module>)
       12    0.000    0.000    0.000    0.000 axis.py:722(get_remove_overlapping_locs)
        2    0.000    0.000    0.000    0.000 ticker.py:471(set_usetex)
        1    0.000    0.000    0.000    0.000 collections.py:2198(_MeshData)
       19    0.000    0.000    0.000    0.000 {method 'get' of '_contextvars.ContextVar' objects}
        1    0.000    0.000    0.000    0.000 tz.py:201(tzlocal)
        4    0.000    0.000    0.000    0.000 axis.py:1628(get_major_locator)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:752(PngImageFile)
        1    0.000    0.000    0.000    0.000 calendar.py:113(_localized_day)
        5    0.000    0.000    0.000    0.000 spines.py:592(__iter__)
        1    0.000    0.000    0.000    0.000 gridspec.py:216(_normalize)
        1    0.000    0.000    0.000    0.000 image.py:740(set_interpolation_stage)
        2    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        1    0.000    0.000    0.000    0.000 _inspect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polar.py:756(_WedgeBbox)
        2    0.000    0.000    0.000    0.000 transforms.py:956(x1)
       10    0.000    0.000    0.000    0.000 rcsetup.py:399(validate_fontweight)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:286(CubicTriInterpolator)
        1    0.000    0.000    0.000    0.000 transforms.py:2525(BboxTransform)
        4    0.000    0.000    0.000    0.000 typing.py:406(_eval_type)
        1    0.000    0.000    0.000    0.000 _structures.py:6(InfinityType)
        5    0.000    0.000    0.000    0.000 threading.py:124(RLock)
        1    0.000    0.000    0.000    0.000 ticker.py:2330(LogLocator)
        1    0.000    0.000    0.000    0.000 transforms.py:1813(Affine2DBase)
        1    0.000    0.000    0.000    0.000 collections.py:1764(EventCollection)
        1    0.000    0.000    0.000    0.000 platform.py:794(_Processor)
        2    0.000    0.000    0.000    0.000 rcsetup.py:780(_validate_legend_loc)
       24    0.000    0.000    0.000    0.000 fromnumeric.py:2014(_nonzero_dispatcher)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1353(_recalculate)
        1    0.000    0.000    0.000    0.000 util.py:103(__init__)
        1    0.000    0.000    0.000    0.000 category.py:26(StrCategoryConverter)
        3    0.000    0.000    0.000    0.000 cm.py:90(__init__)
        7    0.000    0.000    0.000    0.000 getlimits.py:160(_register_type)
        1    0.000    0.000    0.000    0.000 cbook.py:35(_ExceptionInfo)
        1    0.000    0.000    0.000    0.000 memmap.py:21(memmap)
        1    0.000    0.000    0.000    0.000 __init__.py:1482(Logger)
        1    0.000    0.000    0.000    0.000 _mathtext.py:540(UnicodeFonts)
        1    0.000    0.000    0.000    0.000 _triplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:228(NameValidator)
        1    0.000    0.000    0.000    0.000 core.py:2430(Literal)
        1    0.000    0.000    0.000    0.000 ticker.py:2762(LogitLocator)
        2    0.000    0.000    0.000    0.000 {method 'item' of 'numpy.generic' objects}
        2    0.000    0.000    0.000    0.000 axis.py:2794(get_minpos)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:388(__subclasshook__)
        1    0.000    0.000    0.000    0.000 spines.py:523(Spines)
        1    0.000    0.000    0.000    0.000 cbook.py:2077(add)
        1    0.000    0.000    0.000    0.000 polar.py:205(InvertedPolarTransform)
        1    0.000    0.000    0.000    0.000 core.py:6591(mvoid)
        1    0.000    0.000    0.000    0.000 __init__.py:110(get_projection_class)
        2    0.000    0.000    0.000    0.000 transforms.py:961(y1)
        2    0.000    0.000    0.000    0.000 pathlib.py:51(_ignore_error)
        1    0.000    0.000    0.000    0.000 numbers.py:292(Rational)
       24    0.000    0.000    0.000    0.000 dataclasses.py:697(_is_kw_only)
       12    0.000    0.000    0.000    0.000 {method 'islower' of 'str' objects}
        1    0.000    0.000    0.000    0.000 colors.py:3231(LightSource)
        1    0.000    0.000    0.000    0.000 legend_handler.py:524(__init__)
        1    0.000    0.000    0.000    0.000 scale.py:512(AsinhScale)
        1    0.000    0.000    0.000    0.000 backend_agg.py:405(buffer_rgba)
        7    0.000    0.000    0.000    0.000 _axes.py:49(_make_axes_method)
        2    0.000    0.000    0.000    0.000 core.py:6888(__setattr__)
        1    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.map_buffer}
        1    0.000    0.000    0.000    0.000 rrule.py:94(rrulebase)
        1    0.000    0.000    0.000    0.000 _util.py:13(DeferredError)
        1    0.000    0.000    0.000    0.000 polar.py:514(_ThetaShift)
        1    0.000    0.000    0.000    0.000 _npyio_impl.py:106(NpzFile)
        1    0.000    0.000    0.000    0.000 __init__.py:99(version_info)
        1    0.000    0.000    0.000    0.000 core.py:3237(QuotedString)
        1    0.000    0.000    0.000    0.000 version.py:422(major)
       19    0.000    0.000    0.000    0.000 __init__.py:190(change_key)
        4    0.000    0.000    0.000    0.000 figure.py:162(<genexpr>)
        9    0.000    0.000    0.000    0.000 typing.py:2534(final)
        1    0.000    0.000    0.000    0.000 _mathtext.py:221(Fonts)
        1    0.000    0.000    0.000    0.000 _tritools.py:11(TriAnalyzer)
        8    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 contextlib.py:548(_push_exit_callback)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:117(set_active)
        1    0.000    0.000    0.000    0.000 cbook.py:115(_StrongRef)
        6    0.000    0.000    0.000    0.000 signal.py:51(decorator)
        6    0.000    0.000    0.000    0.000 _pytesttester.py:75(__init__)
        1    0.000    0.000    0.000    0.000 traceback.py:679(TracebackException)
        1    0.000    0.000    0.000    0.000 six.py:205(load_module)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2543(FigureManagerBase)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1276(__init__)
       12    0.000    0.000    0.000    0.000 backend_bases.py:853(set_dashes)
